"date";"stockPrice";"stockVolume"
"2010-04-16";12,187143;10971800
"2010-04-19";12,114286;13470800
"2010-04-20";12,438571;12414500
"2010-04-21";12,425714;24311700
"2010-04-22";14,321429;90442100
"2010-04-23";14,247143;29817900
"2010-04-26";15,452857;47215000
"2010-04-27";14,581429;34263600
"2010-04-28";14,198571;22770300
"2010-04-29";14,738571;18078200
"2010-04-30";14,128571;13059200
"2010-05-03";14,57;13974100
"2010-05-04";14,194286;15383900
"2010-05-05";14,032857;14749700
"2010-05-06";13,852857;24448900
"2010-05-07";13,012857;25908400
"2010-05-10";13,928571;18567500
"2010-05-11";14,26;23100700
"2010-05-12";15,404286;27244700
"2010-05-13";15,715714;71549800
"2010-05-14";14,365714;34964300
"2010-05-17";15,192857;31577700
"2010-05-18";14,572857;27498100
"2010-05-19";14,372857;22927100
"2010-05-20";13,57;28922600
"2010-05-21";14,21;30009000
"2010-05-24";14,517143;18433100
"2010-05-25";15;23362500
"2010-05-26";14,971429;33401900
"2010-05-27";15,551429;19626600
"2010-05-28";15,878571;28188300
"2010-06-01";15,327143;15894900
"2010-06-02";15,825714;18494000
"2010-06-03";15,978571;18261600
"2010-06-04";15,682857;21744100
"2010-06-07";15,594286;26215700
"2010-06-08";15,761429;24122700
"2010-06-09";16,49;39731300
"2010-06-10";16,951429;24768100
"2010-06-11";17,241428;28693700
"2010-06-14";18,115713;34783000
"2010-06-15";17,642857;31710700
"2010-06-16";17,809999;30639700
"2010-06-17";17,98;18610900
"2010-06-18";18,059999;17446100
"2010-06-21";16,998571;26078500
"2010-06-22";16,632856;27733300
"2010-06-23";16,824286;14732900
"2010-06-24";16,464287;13636700
"2010-06-25";16,854286;18129300
"2010-06-28";16,80143;11553500
"2010-06-29";16,082857;20429500
"2010-06-30";15,521429;26104400
"2010-07-01";15,665714;22759800
"2010-07-02";15,297143;11218200
"2010-07-06";15,324286;15773800
"2010-07-07";16,927143;28483700
"2010-07-08";16,71143;26282900
"2010-07-09";16,790001;12726000
"2010-07-12";17,054285;13410600
"2010-07-13";17,274286;17581200
"2010-07-14";17,571428;13643700
"2010-07-15";17,30143;15295700
"2010-07-16";16,912857;14473200
"2010-07-19";16,985714;13239100
"2010-07-20";17,19857;17623900
"2010-07-21";17,092857;33055400
"2010-07-22";14,794286;95617900
"2010-07-23";15,385714;33507600
"2010-07-26";14,684286;32959500
"2010-07-27";14,87;22699600
"2010-07-28";14,33;34626900
"2010-07-29";14,002857;35392700
"2010-07-30";14,65;30704800
"2010-08-02";14,554286;24295600
"2010-08-03";14,915714;30139200
"2010-08-04";15,447143;24243100
"2010-08-05";15,79;24296300
"2010-08-06";16,902857;48693400
"2010-08-09";16,700001;21420000
"2010-08-10";17,85857;90987400
"2010-08-11";18,067142;71350300
"2010-08-12";19,007143;71959300
"2010-08-13";18,894285;47224800
"2010-08-16";19,602858;42668500
"2010-08-17";18,995714;59518900
"2010-08-18";17,957144;59725400
"2010-08-19";18,32;46575900
"2010-08-20";18,565714;24221400
"2010-08-23";18,128571;26871600
"2010-08-24";17,325714;36478400
"2010-08-25";17,75;20053600
"2010-08-26";17,977142;28499100
"2010-08-27";18,014286;21134400
"2010-08-30";17,585714;18643100
"2010-08-31";17,931429;24219300
"2010-09-01";19,272858;58268000
"2010-09-02";19,714287;36800400
"2010-09-03";19,782858;34800500
"2010-09-07";20,255714;32400200
"2010-09-08";20,857143;38980200
"2010-09-09";20,811428;27959400
"2010-09-10";20,879999;18475100
"2010-09-13";21,134287;23407300
"2010-09-14";20,950001;20414100
"2010-09-15";20,445715;24116400
"2010-09-16";20,071428;28531300
"2010-09-17";20,065714;23191000
"2010-09-20";20,412857;37009000
"2010-09-21";21,02857;32460400
"2010-09-22";22,418571;62444900
"2010-09-23";22,924286;81991000
"2010-09-24";23,172857;65331000
"2010-09-27";23,57;41696900
"2010-09-28";23,122856;38302600
"2010-09-29";24,375713;54484500
"2010-09-30";23,165714;72002700
"2010-10-01";22,094286;58912700
"2010-10-04";22,341429;47406800
"2010-10-05";22,308571;41052900
"2010-10-06";21,467142;47487300
"2010-10-07";21,632856;28767900
"2010-10-08";21,377144;24377500
"2010-10-11";21,955713;28622300
"2010-10-12";22,19857;25449200
"2010-10-13";22,087143;22960700
"2010-10-14";21,825714;21929600
"2010-10-15";22,245714;24075100
"2010-10-18";21,857143;19976600
"2010-10-19";21,332857;25627700
"2010-10-20";21,878571;63282100
"2010-10-21";24,67;111769000
"2010-10-22";24,014286;49298900
"2010-10-25";23,834286;25864300
"2010-10-26";25,374287;73645600
"2010-10-27";25,5;64831200
"2010-10-28";25,1;26392100
"2010-10-29";24,795713;41610800
"2010-11-01";23,91;34553400
"2010-11-02";24,515715;38203200
"2010-11-03";24,494286;27377000
"2010-11-04";23,974285;41218800
"2010-11-05";24,014286;21994000
"2010-11-08";24,161428;28799400
"2010-11-09";24,351429;40275900
"2010-11-10";25,267143;38518900
"2010-11-11";25,02;29417500
"2010-11-12";24,714287;29166900
"2010-11-15";24,042856;31976700
"2010-11-16";23,628571;27365800
"2010-11-17";23,811428;18810400
"2010-11-18";24,047144;17776500
"2010-11-19";24,719999;22594600
"2010-11-22";26,902857;71804600
"2010-11-23";26,815714;47708500
"2010-11-24";26,967142;28202300
"2010-11-26";27,414286;21292600
"2010-11-29";28,417143;49387800
"2010-11-30";29,414286;83170500
"2010-12-01";28,591429;74986800
"2010-12-02";27,63143;59782800
"2010-12-03";26,492857;62869800
"2010-12-06";27,638571;47777100
"2010-12-07";27,115713;49305200
"2010-12-08";26,889999;73343900
"2010-12-09";27,292856;47335400
"2010-12-10";27,804285;47511800
"2010-12-13";26,257143;50047200
"2010-12-14";25,492857;63529900
"2010-12-15";25,5;44511600
"2010-12-16";25,950001;34080900
"2010-12-17";25,717142;103407500
"2010-12-20";25,435715;32995900
"2010-12-21";26,605715;40583900
"2010-12-22";26,478571;29177400
"2010-12-23";26,36857;21014700
"2010-12-27";25,715714;26189100
"2010-12-28";26,238571;27215300
"2010-12-29";25,752857;19399100
"2010-12-30";25,685715;14743400
"2010-12-31";25,1;21562800
"2011-01-03";25,487143;39956000
"2011-01-04";25,91;44065700
"2011-01-05";25,675714;31799600
"2011-01-06";25,427143;31991400
"2011-01-07";25,614286;22155000
"2011-01-10";26,84;43674400
"2011-01-11";26,664286;32522700
"2011-01-12";26,985714;21098700
"2011-01-13";27,355715;29903300
"2011-01-14";27,354286;19575500
"2011-01-18";27,668571;18580800
"2011-01-19";27,267143;21740600
"2011-01-20";26,428572;38231200
"2011-01-21";26,012857;24908100
"2011-01-24";26,280001;26971700
"2011-01-25";26,677143;21464100
"2011-01-26";26,147142;59841600
"2011-01-27";30,124287;129042200
"2011-01-28";31,139999;62805400
"2011-01-31";30,582857;41064100
"2011-02-01";30,414286;28660800
"2011-02-02";30,18;33358500
"2011-02-03";30,212856;21245700
"2011-02-04";31,438572;44262400
"2011-02-07";31,145714;25432400
"2011-02-08";31,09;17367700
"2011-02-09";31,755714;28954100
"2011-02-10";31,885714;21756700
"2011-02-11";33,009998;46299400
"2011-02-14";35,364285;78523900
"2011-02-15";34,398571;48073900
"2011-02-16";33,959999;45555300
"2011-02-17";33,66143;39449200
"2011-02-18";33,644287;32113200
"2011-02-22";31,657143;55374200
"2011-02-23";30,171429;68933200
"2011-02-24";30,74;31628800
"2011-02-25";30,348572;29468600
"2011-02-28";29,524286;40524400
"2011-03-01";29,232857;39839100
"2011-03-02";29,175714;33028800
"2011-03-03";29,052856;35263200
"2011-03-04";30,102858;44178400
"2011-03-07";29,628571;37129400
"2011-03-08";27,921429;68000100
"2011-03-09";27,57;50239000
"2011-03-10";28,574286;69890100
"2011-03-11";29,219999;35978600
"2011-03-14";28,742857;29913800
"2011-03-15";31,015715;76736800
"2011-03-16";30,548571;59555300
"2011-03-17";30,557142;28709800
"2011-03-18";29,914286;38354400
"2011-03-21";30,405714;32550000
"2011-03-22";31,627144;46892300
"2011-03-23";32,722858;57878800
"2011-03-24";32,732857;43992900
"2011-03-25";32,85857;30192400
"2011-03-28";33,902859;51343600
"2011-03-29";33,91143;26824700
"2011-03-30";33,992859;27037500
"2011-03-31";33,968571;24822700
"2011-04-01";34,584286;37766400
"2011-04-04";34,959999;24021900
"2011-04-05";34,889999;26569200
"2011-04-06";34,281429;40247200
"2011-04-07";33,422855;41850200
"2011-04-08";33,55143;38601500
"2011-04-11";32,594288;31331300
"2011-04-12";33,417145;40469800
"2011-04-13";34,107143;30430400
"2011-04-14";33,818569;35948500
"2011-04-15";33,64143;21938700
"2011-04-18";33,332855;21769300
"2011-04-19";34,507141;36087800
"2011-04-20";34,918571;29532300
"2011-04-21";36,031429;36942500
"2011-04-25";35,952858;71051400
"2011-04-26";32,701427;110663700
"2011-04-27";33,708572;56493500
"2011-04-28";33,48143;30851800
"2011-04-29";33,238571;21412300
"2011-05-02";33,884285;35550200
"2011-05-03";33,034286;32200000
"2011-05-04";32,741428;33527900
"2011-05-05";32,901428;27300000
"2011-05-06";32,781429;22122800
"2011-05-09";33,772858;28853300
"2011-05-10";33,947144;26876500
"2011-05-11";34,381428;33600000
"2011-05-12";35,110001;36400000
"2011-05-13";35,217144;35317100
"2011-05-16";33,869999;33921300
"2011-05-17";33,848572;29656200
"2011-05-18";34,648571;30947000
"2011-05-19";34,675713;23732800
"2011-05-20";35,128571;30755900
"2011-05-23";35,404285;3,5e+07
"2011-05-24";35,371429;31802400
"2011-05-25";37,067142;55647900
"2011-05-26";37,67857;41690600
"2011-05-27";37,787144;19627300
"2011-05-31";38,685715;33658800
"2011-06-01";38,18;41684300
"2011-06-02";38,814285;30041200
"2011-06-03";39,099998;34934900
"2011-06-06";37,512856;45899000
"2011-06-07";37,669998;36411200
"2011-06-08";37,465714;27864200
"2011-06-09";37,509998;21591500
"2011-06-10";36,945713;30501800
"2011-06-13";36,745712;23246300
"2011-06-14";37,304287;21319200
"2011-06-15";36,73143;22248100
"2011-06-16";35,614285;39373600
"2011-06-17";35,095715;28554400
"2011-06-20";35,09;19649000
"2011-06-21";36,235714;21613900
"2011-06-22";35,522858;21876400
"2011-06-23";36,531429;36745800
"2011-06-24";36,708572;34063400
"2011-06-27";37,16;23160200
"2011-06-28";37,869999;16490600
"2011-06-29";37,848572;18239900
"2011-06-30";37,527142;17966900
"2011-07-01";38,284286;27940500
"2011-07-05";41,375713;62904100
"2011-07-06";41,565716;32587800
"2011-07-07";41,774284;26770100
"2011-07-08";42,162857;20738200
"2011-07-11";41,534286;36917300
"2011-07-12";41,610001;36339800
"2011-07-13";42,675713;49245000
"2011-07-14";40,945713;40881400
"2011-07-15";40,990002;28459200
"2011-07-18";39,857143;28844200
"2011-07-19";41,041428;19149200
"2011-07-20";40,200001;19914300
"2011-07-21";39,401428;22668800
"2011-07-22";39,511429;23739800
"2011-07-25";40,218571;52708600
"2011-07-26";38,130001;97017900
"2011-07-27";38,488571;38229100
"2011-07-28";38,08857;28319200
"2011-07-29";37,998569;23352000
"2011-08-01";37,625713;25886700
"2011-08-02";36,742859;23356200
"2011-08-03";37,142857;24917200
"2011-08-04";35,110001;33214300
"2011-08-05";34,444286;37859500
"2011-08-08";32,377144;37291800
"2011-08-09";33,971428;36947400
"2011-08-10";33,202858;22071700
"2011-08-11";34,732857;21564900
"2011-08-12";34,857143;18046000
"2011-08-15";35,182858;23191000
"2011-08-16";34,148571;18447100
"2011-08-17";33,177143;25797100
"2011-08-18";31,068571;34983900
"2011-08-19";29,315714;32870600
"2011-08-22";29,315714;33551000
"2011-08-23";31,362858;29471400
"2011-08-24";30,861429;30849700
"2011-08-25";30,832857;26050500
"2011-08-26";31,69857;25616500
"2011-08-29";32,148571;19516000
"2011-08-30";33,754288;31488800
"2011-08-31";33,572857;27595400
"2011-09-01";33,324287;21085400
"2011-09-02";30,444286;55624100
"2011-09-06";31,252857;28156800
"2011-09-07";30,857143;29697500
"2011-09-08";30,171429;27562500
"2011-09-09";29,138571;31879400
"2011-09-12";30,007143;31899000
"2011-09-13";29,821428;21983500
"2011-09-14";29,815714;18268600
"2011-09-15";24,178572;148744400
"2011-09-16";22,17;124931800
"2011-09-19";20,535713;139805400
"2011-09-20";18,575714;224343000
"2011-09-21";18,357143;158463900
"2011-09-22";18,361429;115101000
"2011-09-23";18,48;74465300
"2011-09-26";18,888571;80972500
"2011-09-27";18,212856;77775600
"2011-09-28";18,162857;56025200
"2011-09-29";16,17;135921800
"2011-09-30";16,181429;76881700
"2011-10-03";16,178572;59146500
"2011-10-04";16,414286;50512000
"2011-10-05";17,10857;52418800
"2011-10-06";17,605715;40497100
"2011-10-07";16,744286;40393500
"2011-10-10";15,945714;151744600
"2011-10-11";15,522857;141077300
"2011-10-12";16,231428;72188200
"2011-10-13";16,715714;69115200
"2011-10-14";16,577143;49319200
"2011-10-17";16,761429;39347000
"2011-10-18";15,962857;42016100
"2011-10-19";15,631429;60456900
"2011-10-20";15,925714;25578000
"2011-10-21";16,719999;43923600
"2011-10-24";16,977142;120460200
"2011-10-25";11,052857;315541800
"2011-10-26";11,342857;148733900
"2011-10-27";11,551429;71190000
"2011-10-28";12,02;57769600
"2011-10-31";11,725714;39653600
"2011-11-01";11,441429;33016200
"2011-11-02";11,912857;41384000
"2011-11-03";13,184286;94685500
"2011-11-04";12,86;84483700
"2011-11-07";12,975714;47485200
"2011-11-08";12,924286;31906000
"2011-11-09";12,578571;28756000
"2011-11-10";12,16;39614400
"2011-11-11";12,535714;38140200
"2011-11-14";12,245714;21811300
"2011-11-15";12,325714;21372400
"2011-11-16";11,597143;34560400
"2011-11-17";10,922857;52823400
"2011-11-18";11,151429;34729100
"2011-11-21";10,638571;44408000
"2011-11-22";10,064286;106696800
"2011-11-23";9,785714;44626400
"2011-11-25";9,122857;38045000
"2011-11-28";9,992857;56503300
"2011-11-29";9,652857;50081500
"2011-11-30";9,218571;108332700
"2011-12-01";9,595714;52402700
"2011-12-02";9,481429;39710300
"2011-12-05";10,017143;67872000
"2011-12-06";9,734286;59470600
"2011-12-07";10,28;59046400
"2011-12-08";9,917143;46216100
"2011-12-09";10,127143;32909100
"2011-12-12";10,751429;93400300
"2011-12-13";10,301429;72621500
"2011-12-14";10,148571;37184000
"2011-12-15";9,96;26247200
"2011-12-16";9,974286;32560500
"2011-12-19";9,592857;24200400
"2011-12-20";10,2;30880500
"2011-12-21";10,138571;25386900
"2011-12-22";10,548571;25860800
"2011-12-23";10,374286;22556100
"2011-12-27";10,085714;21940800
"2011-12-28";9,885714;23597000
"2011-12-29";9,9;26163200
"2011-12-30";9,898571;21809200
"2012-01-03";10,32;29213800
"2012-01-04";11,492857;100489900
"2012-01-05";11,328571;86552900
"2012-01-06";12,327143;125610800
"2012-01-09";14,025714;214073300
"2012-01-10";13,69;146335000
"2012-01-11";13,164286;87148600
"2012-01-12";13,164286;61243000
"2012-01-13";13,482857;88839100
"2012-01-17";13,531429;58832200
"2012-01-18";14,077143;66091200
"2012-01-19";14,78;78789900
"2012-01-20";14,32;53860800
"2012-01-23";13,422857;61086900
"2012-01-24";13,238571;41929300
"2012-01-25";13,577143;77953400
"2012-01-26";16,572857;158944100
"2012-01-27";17,684286;102228700
"2012-01-30";17,918571;105826000
"2012-01-31";17,171429;84273700
"2012-02-01";17,567142;52306800
"2012-02-02";17,714287;41126400
"2012-02-03";18,061428;46788000
"2012-02-06";18,464287;81617200
"2012-02-07";18,268572;81435200
"2012-02-08";17,714287;51012500
"2012-02-09";17,834286;40514600
"2012-02-10";17,704287;33901000
"2012-02-13";16,9;52550400
"2012-02-14";17,581429;52407600
"2012-02-15";17,437143;37126600
"2012-02-16";17,415714;40575500
"2012-02-17";17,407143;25934300
"2012-02-21";16,771429;80490900
"2012-02-22";16,057142;93191700
"2012-02-23";16,14143;39762100
"2012-02-24";15,952857;27089300
"2012-02-27";15,63;45077900
"2012-02-28";16,188572;42196700
"2012-02-29";15,818571;37569000
"2012-03-01";16,107143;36876000
"2012-03-02";16,442858;40653200
"2012-03-05";15,83;27605200
"2012-03-06";15,304286;32221700
"2012-03-07";15,027143;76797000
"2012-03-08";15,438571;45752700
"2012-03-09";15,59;37167200
"2012-03-12";15,171429;34559700
"2012-03-13";15,192857;30739800
"2012-03-14";15,035714;36208200
"2012-03-15";15,738571;40880000
"2012-03-16";15,708571;37198700
"2012-03-19";16,332857;37095100
"2012-03-20";16,431429;31507700
"2012-03-21";17,157143;47321400
"2012-03-22";16,96143;42754600
"2012-03-23";17,17;37734200
"2012-03-26";17,427143;32428200
"2012-03-27";17,238571;24382400
"2012-03-28";16,972857;22874600
"2012-03-29";16,435715;32632600
"2012-03-30";16,434286;29270500
"2012-04-02";16,281429;26645500
"2012-04-03";16,137142;46004700
"2012-04-04";15,751429;20766200
"2012-04-05";15,785714;22763300
"2012-04-09";15,24;22637300
"2012-04-10";14,56;35105000
"2012-04-11";14,258571;52320800
"2012-04-12";14,894286;33845000
"2012-04-13";14,881429;27695500
"2012-04-16";14,45;26727400
"2012-04-17";15,288571;31110800
"2012-04-18";15,28;23503900
"2012-04-19";15,298571;25097100
"2012-04-20";15,158571;18275600
"2012-04-23";14,548571;84274400
"2012-04-24";12,525714;117393500
"2012-04-25";12,335714;83428800
"2012-04-26";12,152857;55948900
"2012-04-27";11,962857;36031100
"2012-04-30";11,448571;52679200
"2012-05-01";11,622857;32983300
"2012-05-02";11,747143;27384000
"2012-05-03";10,852857;53015900
"2012-05-04";10,448571;63666400
"2012-05-07";10,492857;28700000
"2012-05-08";10,398571;27203400
"2012-05-09";10,621429;26118400
"2012-05-10";10,345714;26424300
"2012-05-11";11,054286;62239800
"2012-05-14";10,994286;37849700
"2012-05-15";11,068571;31319400
"2012-05-16";10,6;36699600
"2012-05-17";10,281429;23778300
"2012-05-18";9,994286;29415400
"2012-05-21";10,248571;25143300
"2012-05-22";9,672857;40014800
"2012-05-23";10,272857;44100000
"2012-05-24";10,038571;20742400
"2012-05-25";10,031429;33371100
"2012-05-29";9,92;31997000
"2012-05-30";9,62;32890900
"2012-05-31";9,062857;53803400
"2012-06-01";8,992857;35578200
"2012-06-04";9,285714;35291200
"2012-06-05";9,261429;24048500
"2012-06-06";9,411429;30676800
"2012-06-07";9,234286;21045500
"2012-06-08";9,377143;22017100
"2012-06-11";9;22941100
"2012-06-12";9,002857;20797700
"2012-06-13";8,975714;17924900
"2012-06-14";8,951429;26137300
"2012-06-15";9,398571;33022500
"2012-06-18";9,532857;22997800
"2012-06-19";9,975714;27706700
"2012-06-20";9,737143;26638500
"2012-06-21";9,405714;17690400
"2012-06-22";9,694286;18074700
"2012-06-25";9,575714;30746100
"2012-06-26";9,542857;15611400
"2012-06-27";9,498571;15383200
"2012-06-28";9,622857;15090600
"2012-06-29";9,784286;19991300
"2012-07-02";9,692857;12992700
"2012-07-03";10,291429;25261600
"2012-07-05";11,674286;104498100
"2012-07-06";11,698571;85261400
"2012-07-09";11,855714;43262800
"2012-07-10";11,461429;35242200
"2012-07-11";11,662857;43044400
"2012-07-12";12,138571;41447700
"2012-07-13";12,128571;39032000
"2012-07-16";11,854286;20946800
"2012-07-17";11,682857;27820800
"2012-07-18";11,61;21576100
"2012-07-19";11,874286;29133300
"2012-07-20";11,688571;24369800
"2012-07-23";11,42;30965200
"2012-07-24";11,484286;64700300
"2012-07-25";8,611429;173470500
"2012-07-26";8,144286;79756600
"2012-07-27";8,417143;38009300
"2012-07-30";8,25;29932700
"2012-07-31";8,121429;17320800
"2012-08-01";7,785714;33832400
"2012-08-02";7,695714;23945600
"2012-08-03";7,701429;37295300
"2012-08-06";8,112857;28527800
"2012-08-07";8,271429;30769900
"2012-08-08";8,257143;18194400
"2012-08-09";8,272857;16492700
"2012-08-10";8,557143;35032200
"2012-08-13";8,558571;33324900
"2012-08-14";8,822857;48119400
"2012-08-15";9,037143;30844100
"2012-08-16";9,187143;17630900
"2012-08-17";9,098571;22405600
"2012-08-20";9,177143;26658800
"2012-08-21";9,371429;23355500
"2012-08-22";9,342857;18030600
"2012-08-23";9,15;32580800
"2012-08-24";9,022857;26161800
"2012-08-27";8,912857;18046700
"2012-08-28";8,992857;15859200
"2012-08-29";9,062857;15660400
"2012-08-30";8,64;18679500
"2012-08-31";8,531429;29560300
"2012-09-04";7,99;87416700
"2012-09-05";7,851429;38565100
"2012-09-06";8,092857;37297400
"2012-09-07";8,094286;29617700
"2012-09-10";7,988571;24892700
"2012-09-11";8,165714;33040000
"2012-09-12";8,172857;22096900
"2012-09-13";8,285714;24490900
"2012-09-14";8,645714;33067300
"2012-09-17";8,145714;36278900
"2012-09-18";8,008571;30298100
"2012-09-19";8,148571;35348600
"2012-09-20";8,391429;37217600
"2012-09-21";8,255714;30074800
"2012-09-24";8,055714;23661400
"2012-09-25";7,685714;41858600
"2012-09-26";7,875714;36625400
"2012-09-27";7,935714;21350700
"2012-09-28";7,777143;15932700
"2012-10-01";8,007143;30765700
"2012-10-02";8,065714;21589400
"2012-10-03";8,94;76064800
"2012-10-04";9,524286;91616700
"2012-10-05";9,508571;59170300
"2012-10-08";10,502857;92280300
"2012-10-09";9,361429;82145000
"2012-10-10";9,357143;38742900
"2012-10-11";9,425714;22013600
"2012-10-12";9,19;20710200
"2012-10-15";9,251429;20745200
"2012-10-16";9,435714;29302000
"2012-10-17";9,788571;26464200
"2012-10-18";9,622857;26797400
"2012-10-19";9,282857;22881600
"2012-10-22";9,697143;45678500
"2012-10-23";9,745714;63498400
"2012-10-24";8,588571;100060100
"2012-10-25";8,787143;33046300
"2012-10-26";9,94;103433400
"2012-10-31";11,32;107308600
"2012-11-01";11,098571;62669600
"2012-11-02";10,985714;29650600
"2012-11-05";11,177143;29016400
"2012-11-06";10,91;39102700
"2012-11-07";11,097143;31099600
"2012-11-08";10,852857;33381600
"2012-11-09";11,128571;23272900
"2012-11-12";11,17;18330200
"2012-11-13";11,372857;27170500
"2012-11-14";11,397143;26910800
"2012-11-15";11,64;17400600
"2012-11-16";11,557143;32164300
"2012-11-19";11,622857;23267300
"2012-11-20";11,771429;15340500
"2012-11-21";11,857143;10889900
"2012-11-23";11,85;8396500
"2012-11-26";11,722857;13484100
"2012-11-27";11,868571;15524600
"2012-11-28";11,747143;14495600
"2012-11-29";11,625714;11473000
"2012-11-30";11,672857;14986300
"2012-12-03";10,857143;29197700
"2012-12-04";12,378571;101757600
"2012-12-05";11,91;59357900
"2012-12-06";12,31;38103800
"2012-12-07";12,282857;34780200
"2012-12-10";12,114286;14322700
"2012-12-11";12,297143;16028600
"2012-12-12";12,961429;54929000
"2012-12-13";13,222857;28865900
"2012-12-14";13,328571;27706700
"2012-12-17";13,528571;21660800
"2012-12-18";13,662857;29348200
"2012-12-19";13,425714;30674700
"2012-12-20";13,357143;16611700
"2012-12-21";13,048571;28430500
"2012-12-24";12,89;7193200
"2012-12-26";12,95;15166900
"2012-12-27";12,928571;14898100
"2012-12-28";12,761429;11123000
"2012-12-31";13,227143;18078900
"2013-01-02";13,144286;19431300
"2013-01-03";13,798571;27912500
"2013-01-04";13,711429;17761100
"2013-01-07";14,171429;45550400
"2013-01-08";13,88;24714900
"2013-01-09";13,701429;20223000
"2013-01-10";14;26117700
"2013-01-11";14,47;29851500
"2013-01-14";14,778571;23473100
"2013-01-15";14,527143;17068100
"2013-01-16";13,925714;28014700
"2013-01-17";13,957143;16221100
"2013-01-18";14,167143;35999600
"2013-01-22";13,972857;22773100
"2013-01-23";14,751429;74235000
"2013-01-24";20,98;118805400
"2013-01-25";24,222857;191445800
"2013-01-28";23,158571;109104800
"2013-01-29";24,16;59542000
"2013-01-30";23,957144;48062700
"2013-01-31";23,605715;35601300
"2013-02-01";23,542856;50358000
"2013-02-04";24,962856;50969100
"2013-02-05";24,912857;57056300
"2013-02-06";26,344286;67190900
"2013-02-07";25,994286;53086600
"2013-02-08";25,852858;25657800
"2013-02-11";25,412857;29325100
"2013-02-12";25,421429;34399400
"2013-02-13";26,610001;40929000
"2013-02-14";26,771429;31979500
"2013-02-15";27,072857;26652500
"2013-02-19";28,064285;34138300
"2013-02-20";26,731428;34996500
"2013-02-21";26,735714;36894200
"2013-02-22";25,694286;38971100
"2013-02-25";25,617144;52164700
"2013-02-26";26,298571;33882100
"2013-02-27";26,331429;22626800
"2013-02-28";26,86857;34293700
"2013-03-01";27,052856;21451500
"2013-03-04";25,887142;47824000
"2013-03-05";25,96143;32326700
"2013-03-06";26,134287;17435600
"2013-03-07";25,937143;28695800
"2013-03-08";26,385714;23513000
"2013-03-11";25,77857;21015400
"2013-03-12";26,015715;21151900
"2013-03-13";27,48;53898600
"2013-03-14";26,91;28450800
"2013-03-15";26,407143;20667500
"2013-03-18";26,512857;18073300
"2013-03-19";25,91;19873700
"2013-03-20";26,15;11132100
"2013-03-21";25,998571;18804100
"2013-03-22";25,9;14189000
"2013-03-25";25,827143;15024800
"2013-03-26";27,23;46817400
"2013-03-27";27,177143;40475400
"2013-03-28";27,040001;19588100
"2013-04-01";26,061428;22947400
"2013-04-02";25,241428;32280500
"2013-04-03";24,248571;75357800
"2013-04-04";23,812857;34460300
"2013-04-05";23,522858;32512900
"2013-04-08";23,294287;31745000
"2013-04-09";24,194286;34045900
"2013-04-10";23,724285;29709400
"2013-04-11";24,715714;33056100
"2013-04-12";24,742857;37797900
"2013-04-15";25,214287;46529000
"2013-04-16";25,121429;29711500
"2013-04-17";24,194286;27545700
"2013-04-18";23,402857;23121000
"2013-04-19";23,338572;20163500
"2013-04-22";24,91;84870100
"2013-04-23";30,998571;114860900
"2013-04-24";30,959999;46898600
"2013-04-25";30,535713;29274000
"2013-04-26";30,792856;21790300
"2013-04-29";30,715714;20787200
"2013-04-30";30,867144;25071200
"2013-05-01";30,415714;18359600
"2013-05-02";30,64143;18328800
"2013-05-03";30,492857;15431500
"2013-05-06";30,098572;31731000
"2013-05-07";29,464287;17079300
"2013-05-08";29,80143;17623200
"2013-05-09";30,915714;36108800
"2013-05-10";31,098572;18844700
"2013-05-13";32,76857;41357400
"2013-05-14";33,424286;38535700
"2013-05-15";34,771427;36029700
"2013-05-16";33,861427;28053200
"2013-05-17";34,142857;20141100
"2013-05-20";34,221428;14765800
"2013-05-21";33,869999;11491200
"2013-05-22";32,651428;21769300
"2013-05-23";32,311428;16198000
"2013-05-24";32,677143;11808300
"2013-05-28";30,598572;39525500
"2013-05-29";30,762857;34101900
"2013-05-30";31,808571;24087700
"2013-05-31";32,32143;25416300
"2013-06-03";31,709999;21270900
"2013-06-04";32,187141;23006900
"2013-06-05";31,922857;33096000
"2013-06-06";31,105715;26069400
"2013-06-07";31,459999;15299200
"2013-06-10";31,561428;13812400
"2013-06-11";30,637142;14213500
"2013-06-12";29,662857;19108600
"2013-06-13";30,77;18511500
"2013-06-14";30,57;12495700
"2013-06-17";32,747143;35851200
"2013-06-18";32,689999;17476900
"2013-06-19";33,187141;22353100
"2013-06-20";31,931429;21116200
"2013-06-21";30,985714;23398200
"2013-06-24";30,799999;17896200
"2013-06-25";30,414286;20918800
"2013-06-26";30,299999;18834200
"2013-06-27";30,709999;18326700
"2013-06-28";30,155714;19581100
"2013-07-01";32,040001;24517500
"2013-07-02";31,637142;17730300
"2013-07-03";31,558571;8625400
"2013-07-05";32,157143;9957500
"2013-07-08";33,299999;24289300
"2013-07-09";35,34;35509600
"2013-07-10";34,831429;22578500
"2013-07-11";34,881428;21146300
"2013-07-12";36,751431;34238400
"2013-07-15";36,854286;20612900
"2013-07-16";37,21143;33356400
"2013-07-17";38,274284;19510400
"2013-07-18";38,058571;20487600
"2013-07-19";37,797142;18120200
"2013-07-22";37,422855;47313700
"2013-07-23";35,751431;76829200
"2013-07-24";34,471428;33409600
"2013-07-25";35,248569;19634300
"2013-07-26";35,187141;17826900
"2013-07-29";34,994286;13215300
